,x,y,z,roll,pitch,yaw,thumb,fore,index,ring,receiver values,word
24,-0.617188,0.679688,0.0,0.25,-1.0,-1.0,0.5,0.0,0.25,0.75, 0x3F,girl
25,-0.578125,0.835938,0.007812,0.333333,-1.0,-1.0,0.5,0.0,0.25,0.75, 0x2F,girl
26,-0.617188,0.679688,0.0,0.333333,-1.0,-1.0,0.5,0.0,0.25,0.75, 0x3F,girl
27,-0.617188,0.6875,0.0,0.333333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x3F,girl
28,-0.585938,0.765625,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x3F,girl
29,-0.648438,0.710938,0.0,0.333333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x3F,girl
30,-0.773438,0.554688,0.007812,0.833333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x3F,girl
31,-0.820312,0.492188,0.007812,0.833333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x2F,girl
32,-0.789062,0.492188,0.015625,0.833333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x3F,girl
33,-0.695312,0.585938,0.007812,0.833333,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x2F,girl
34,-0.679688,0.5625,0.0,0.25,-1.0,-1.0,0.25,0.0,0.25,0.75, 0x3F,girl
35,-0.585938,0.570312,0.0,0.25,-1.0,-1.0,0.25,0.25,0.25,0.75, 0x3F,girl
36,-0.507812,0.59375,-0.015625,0.25,-1.0,-1.0,0.25,0.25,0.25,0.75, 0x3F,girl
37,-0.414062,0.554688,-0.023438,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.75, 0x3F,girl
38,-0.328125,0.523438,-0.03125,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.75, 0x3F,girl
39,-0.242188,0.484375,-0.03125,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.75, 0x3F,girl
40,-0.179688,0.414062,-0.023438,0.0,-1.0,-1.0,0.25,0.75,0.25,0.75, 0x3F,girl
41,-0.117188,0.359375,-0.023438,0.0,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
42,-0.0625,0.3125,-0.015625,0.0,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
43,-0.046875,0.296875,-0.007812,0.25,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
44,-0.023438,0.265625,0.0,0.166667,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
45,0.015625,0.203125,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
46,0.03125,0.164062,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
47,0.023438,0.125,0.007812,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
48,0.023438,0.085938,0.007812,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
49,0.007812,0.046875,0.007812,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
50,0.015625,0.039062,0.007812,0.166667,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
51,0.015625,0.03125,0.007812,0.166667,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
52,0.015625,0.03125,0.007812,0.166667,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
53,0.0,0.039062,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
54,0.015625,0.015625,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
55,0.0,0.023438,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
56,0.015625,0.007812,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
57,0.0,0.015625,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
58,0.023438,0.0,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
59,0.03125,0.0,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
60,0.015625,0.015625,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
61,0.03125,0.0,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
62,0.023438,0.0,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
63,0.023438,0.0,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.25,0.0, 0x3F,girl
0,0.0,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
1,0.0,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
2,0.015625,0.007812,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
3,0.0,-0.007812,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
4,0.023438,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
5,0.03125,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
6,0.03125,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
7,0.039062,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
8,0.054688,0.023438,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
9,0.0625,0.054688,0.0,0.166667,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
10,0.078125,0.078125,-0.007812,0.166667,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
11,0.0625,0.125,-0.015625,0.166667,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
12,0.039062,0.1875,-0.023438,0.166667,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
13,0.0,0.234375,-0.03125,0.166667,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
14,-0.007812,0.3125,-0.039062,0.166667,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
15,-0.046875,0.375,-0.039062,0.166667,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
16,-0.09375,0.484375,-0.039062,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
17,-0.132812,0.546875,-0.03125,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
18,-0.15625,0.578125,-0.03125,0.166667,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
19,-0.140625,0.585938,-0.03125,0.083333,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
20,-0.15625,0.617188,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
21,-0.140625,0.617188,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
22,-0.125,0.625,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
23,-0.148438,0.617188,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
24,-0.164062,0.632812,-0.039062,0.083333,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
25,-0.164062,0.648438,-0.03125,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
26,-0.179688,0.640625,-0.03125,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
27,-0.179688,0.640625,-0.03125,0.083333,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
28,-0.148438,0.632812,-0.03125,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
29,-0.125,0.632812,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,no
30,-0.070312,0.601562,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
31,-0.054688,0.601562,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
32,-0.085938,0.578125,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
33,-0.101562,0.5625,-0.039062,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
34,-0.125,0.554688,-0.03125,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
35,-0.109375,0.523438,-0.023438,0.0,-1.0,-1.0,0.75,0.75,0.25,0.75, 0x3F,no
36,-0.101562,0.46875,-0.023438,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
37,-0.078125,0.429688,-0.015625,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
38,-0.085938,0.359375,-0.015625,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
39,-0.039062,0.328125,-0.007812,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
40,-0.039062,0.289062,-0.007812,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
41,-0.03125,0.210938,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
42,-0.015625,0.164062,0.0,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
43,-0.015625,0.140625,0.0,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
44,0.023438,0.101562,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
45,0.0,0.101562,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
46,0.023438,0.0625,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
47,0.023438,0.0625,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
48,0.023438,0.054688,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
49,0.015625,0.046875,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
50,0.023438,0.046875,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
51,0.015625,0.046875,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
52,0.023438,0.046875,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
53,0.007812,0.0625,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
54,0.015625,0.039062,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
55,0.015625,0.039062,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
56,0.015625,0.039062,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
57,0.015625,0.039062,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
58,0.015625,0.039062,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
59,0.015625,0.039062,0.007812,0.0,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,no
0,0.0,0.015625,0.0,0.0,-1.0,-1.0,0.0,0.75,0.0,0.0, 0x3F,thank
1,0.0,0.007812,0.0,0.083333,-1.0,-1.0,0.0,0.75,0.0,0.0, 0x3F,thank
2,0.007812,0.015625,0.0,0.083333,-1.0,-1.0,0.0,0.5,0.0,0.0, 0x3F,thank
3,0.0,0.007812,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.25, 0x0,thank
4,0.0,-0.007812,0.0,0.166667,-1.0,-1.0,0.0,0.0,0.0,0.5, 0x3F,thank
5,0.0,-0.007812,-0.007812,0.166667,-1.0,-1.0,0.0,0.0,0.0,0.0, 0x3F,thank
6,-0.03125,0.046875,-0.015625,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
7,-0.070312,0.125,-0.023438,0.333333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
8,-0.125,0.195312,-0.039062,0.333333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
9,-0.195312,0.28125,-0.039062,0.416667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
10,-0.265625,0.34375,-0.039062,0.416667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
11,-0.398438,0.492188,-0.03125,0.416667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
12,-0.460938,0.539062,-0.023438,0.416667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
13,-0.5,0.671875,-0.007812,0.5,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
14,0.0,0.0,-0.601562,-1.0,-1.0,-1.0,0.75,0.75,0.75,0.5, 0x0,thank
15,-0.640625,0.65625,0.0,0.5,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
16,-0.664062,0.671875,0.0,0.416667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
17,-0.53125,0.664062,0.0,0.416667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x2F,thank
18,-0.515625,0.640625,0.0,0.25,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x2F,thank
19,-0.53125,0.671875,-0.015625,0.416667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x2F,thank
20,-0.695312,0.523438,-0.039062,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
21,-0.65625,0.507812,-0.054688,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
22,-0.632812,0.507812,-0.078125,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
23,-0.570312,0.5,-0.085938,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
24,-0.53125,0.5,-0.085938,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
25,-0.539062,0.507812,-0.085938,0.416667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,thank
26,-0.539062,0.507812,-0.085938,0.333333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
27,-0.539062,0.5,-0.09375,0.333333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
28,-0.5,0.460938,-0.09375,0.333333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,thank
29,-0.445312,0.453125,-0.09375,0.333333,-1.0,-1.0,0.25,0.25,0.0,0.0, 0x3F,thank
30,-0.40625,0.414062,-0.085938,0.25,-1.0,-1.0,0.25,0.5,0.0,0.25, 0x3F,thank
31,-0.304688,0.414062,-0.085938,0.25,-1.0,-1.0,0.25,0.75,0.0,0.25, 0x3F,thank
32,-0.226562,0.398438,-0.078125,0.166667,-1.0,-1.0,0.25,0.75,0.25,0.25, 0x3F,thank
33,-0.179688,0.398438,-0.0625,0.25,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
34,-0.101562,0.351562,-0.054688,0.166667,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
35,-0.046875,0.320312,-0.039062,0.083333,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
36,-0.03125,0.273438,-0.03125,0.083333,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
37,-0.023438,0.25,-0.023438,0.166667,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
38,0.0,0.195312,-0.015625,0.083333,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
39,0.015625,0.164062,-0.007812,0.083333,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
40,0.023438,0.132812,0.0,0.0,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
41,0.03125,0.101562,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
42,0.03125,0.070312,0.0,0.0,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
43,0.03125,0.070312,0.0,0.0,-1.0,-1.0,0.75,0.75,0.25,0.5, 0x3F,thank
44,0.046875,0.078125,0.0,0.0,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
45,0.046875,0.078125,0.0,0.0,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
46,0.03125,0.054688,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
47,0.039062,0.046875,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
48,0.039062,0.070312,0.007812,0.083333,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,thank
49,0.046875,0.046875,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
50,0.046875,0.046875,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
51,0.046875,0.046875,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
52,0.039062,0.054688,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
53,0.046875,0.039062,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
54,0.039062,0.054688,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
55,0.039062,0.039062,0.007812,0.0,-1.0,-1.0,0.5,0.75,0.25,0.25, 0x3F,thank
0,0.007812,0.0,0.0,0.0,-1.0,-1.0,0.25,0.5,0.75,0.0, 0x3F,responsible
1,0.015625,0.0,0.0,0.083333,-1.0,-1.0,0.25,0.5,0.75,0.0, 0x3F,responsible
2,0.015625,0.023438,0.0,0.0,-1.0,-1.0,0.25,0.25,0.5,0.0, 0x3F,responsible
3,0.0,0.0,0.0,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x0,responsible
4,-0.007812,0.09375,-0.007812,0.0,-1.0,-1.0,0.25,0.0,0.25,0.0, 0x3F,responsible
5,-0.023438,0.140625,-0.015625,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
6,-0.078125,0.21875,-0.023438,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
7,-0.125,0.320312,-0.023438,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
8,-0.1875,0.398438,-0.023438,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
9,-0.257812,0.5,-0.015625,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
10,-0.3125,0.578125,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
11,-0.382812,0.625,0.0,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
12,-0.429688,0.679688,0.015625,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
13,-0.453125,0.734375,0.03125,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
14,-0.53125,0.671875,0.046875,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
15,-0.726562,0.546875,0.070312,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,responsible
