x,y,z,roll,pitch,yaw,thumb,fore,index,ring,'receiver values',word
177,186,202,26,39,40,41,45,49,53,57,80
178,186,203,27,39,40,41,45,49,53,57,80
178,186,203,27,39,40,41,45,49,53,57,80
178,186,203,27,39,40,41,45,49,53,57,80
177,187,203,27,39,40,41,45,49,53,57,80
178,186,203,27,39,40,41,45,49,53,57,80
178,186,203,27,39,40,41,45,49,53,57,80
178,186,203,27,39,40,41,45,49,53,57,80
178,186,202,27,39,40,41,45,49,53,57,81
175,185,195,27,39,40,42,46,50,53,57,81
175,185,195,27,39,40,42,46,50,53,57,81
175,185,195,27,39,40,42,46,50,53,57,81
177,185,195,27,39,40,42,46,50,53,57,81
175,185,195,27,39,40,42,46,50,53,57,81
175,185,195,27,39,40,42,46,50,53,57,81
177,185,195,27,39,40,42,46,50,54,57,81
175,192,195,27,39,40,42,46,50,54,57,81
175,185,195,27,39,40,42,47,51,54,57,81
177,188,196,27,39,40,42,47,51,54,57,81
175,188,197,27,39,40,42,47,51,54,57,81
182,189,198,27,39,40,42,47,51,54,57,81
180,190,199,27,39,40,42,47,51,54,57,81
180,191,199,27,39,40,42,47,51,54,57,81
179,191,200,27,39,40,42,48,51,54,57,81
181,193,200,27,39,40,42,48,51,54,59,81
181,193,199,27,39,40,43,48,51,54,57,81
183,193,199,27,39,40,43,48,51,54,57,81
183,194,198,28,39,40,43,48,51,54,57,81
184,194,197,28,39,40,43,48,51,54,57,81
184,194,197,29,39,40,43,48,51,54,57,81
184,194,195,30,39,40,43,48,51,54,57,81
184,194,195,30,39,40,43,48,51,54,57,81
184,194,195,30,39,40,43,48,51,54,60,81
184,194,195,31,39,40,43,48,51,54,57,81
184,194,201,28,39,40,43,48,51,54,60,81
184,194,195,28,39,40,43,48,51,54,57,81
184,194,195,28,39,40,42,48,51,54,57,81
184,194,195,27,39,40,42,48,51,54,57,81
184,194,195,28,39,40,42,48,51,54,57,81
184,193,201,32,39,40,42,48,51,54,57,81
184,193,201,32,39,40,42,48,51,54,60,81
184,193,202,32,39,40,42,48,51,54,57,81
184,193,201,32,39,40,42,48,51,54,60,81
184,193,195,31,39,40,42,48,51,54,57,81
184,193,195,31,39,40,42,47,51,54,57,81
184,193,197,31,39,40,42,47,51,54,57,81
183,193,197,27,39,40,42,45,51,54,57,81
183,193,198,27,39,40,42,45,51,54,57,81
181,193,198,27,39,40,42,45,51,54,57,81
179,191,197,26,39,40,42,45,51,54,57,81
179,191,197,26,39,40,42,45,51,55,57,81
180,191,197,26,39,40,42,45,51,55,57,81
180,190,196,31,39,40,42,45,51,55,57,81
182,190,195,29,39,40,42,45,51,55,57,81
177,189,195,27,39,40,42,45,51,55,57,81
178,189,195,27,39,40,42,45,51,55,57,81
177,189,201,27,39,40,42,45,51,55,57,81
177,188,201,27,39,40,42,45,51,55,57,81
177,187,201,27,39,40,42,45,51,55,57,81
177,187,201,29,39,40,42,45,51,55,57,81
177,187,201,29,39,40,42,45,51,55,57,81
177,187,201,29,39,40,42,45,51,55,57,81
175,187,202,27,39,40,42,45,51,55,57,81
177,186,202,27,39,40,42,45,51,55,57,81
175,186,202,27,39,40,42,45,51,55,57,81
177,186,202,27,39,40,42,45,51,55,57,81
175,186,202,27,39,40,42,45,51,55,57,81
177,185,202,27,39,40,42,45,51,55,57,81
178,185,202,27,39,40,42,45,51,55,57,81
177,186,202,27,39,40,42,45,51,55,57,81
178,185,202,27,39,40,42,45,51,55,57,81
177,185,202,27,39,40,42,45,51,55,57,81
177,185,202,27,39,40,42,45,51,55,57,82
175,185,195,27,39,40,44,46,51,54,57,82
175,185,195,27,39,40,44,46,51,54,57,82
177,186,195,27,39,40,44,46,51,54,57,82
175,192,195,27,39,40,44,46,51,54,57,82
177,185,195,27,39,40,44,45,51,54,57,82
178,185,195,27,39,40,44,45,51,54,57,82
178,185,195,27,39,40,44,45,51,54,57,82
178,185,195,27,39,40,44,45,51,54,57,82
178,186,195,27,39,40,44,45,51,54,57,82
178,187,195,29,39,40,44,45,51,54,57,82
178,188,196,29,39,40,44,45,51,54,57,82
178,189,197,29,39,40,44,45,52,54,57,82
178,189,197,29,39,40,44,45,52,54,57,82
175,190,198,29,39,40,44,45,52,54,57,82
176,191,198,29,39,40,44,45,52,54,57,82
180,191,198,29,39,40,44,45,52,54,57,82
180,193,198,31,39,40,44,45,52,54,57,82
179,193,198,31,39,40,44,45,52,54,57,82
179,193,198,29,39,40,44,45,52,54,57,82
179,193,198,27,39,40,44,45,52,54,57,82
179,193,198,26,39,40,44,45,52,54,57,82
179,193,198,26,39,40,44,45,52,54,57,82
179,194,198,26,39,40,44,45,52,54,57,82
179,193,198,26,39,40,44,45,52,54,57,82
179,194,198,27,39,40,44,45,52,54,57,82
179,194,198,26,39,40,44,45,52,54,57,82
179,194,198,26,39,40,44,45,52,54,57,82
179,194,198,27,39,40,44,45,51,54,57,82
179,194,198,26,39,40,44,45,51,54,57,82
179,194,198,26,39,40,44,45,52,54,57,82
180,193,198,26,39,40,44,45,51,54,57,82
180,193,198,26,39,40,44,45,51,54,57,82
180,193,198,26,39,40,44,45,51,54,57,82
179,193,198,26,39,40,44,45,51,54,57,82
179,193,198,26,39,40,44,45,51,54,57,82
179,193,197,26,39,40,44,45,51,54,57,82
179,193,197,26,39,40,44,46,51,54,57,82
180,191,197,26,39,40,44,46,51,54,57,82
180,191,197,27,39,40,44,46,51,54,57,82
182,191,196,27,39,40,44,46,51,54,57,82
182,190,196,27,39,40,44,46,51,54,57,82
182,189,195,27,39,40,44,46,51,54,57,82
176,189,195,26,39,40,44,46,51,54,57,82
176,189,195,26,39,40,44,46,51,54,57,82
177,188,201,26,39,40,44,46,51,54,57,82
175,188,201,26,39,40,44,46,51,54,57,82
177,188,201,26,39,40,44,46,51,54,57,82
177,188,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,188,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,82
177,187,201,26,39,40,44,46,51,54,57,83
175,186,195,26,39,40,41,45,50,55,57,83
175,186,195,27,39,40,41,45,50,55,57,83
177,186,195,27,39,40,41,46,50,55,57,83
175,186,195,26,39,40,41,48,50,56,61,83
175,192,195,29,39,40,41,48,50,53,57,83
175,192,196,29,39,40,41,48,50,55,57,83
182,187,197,31,39,40,42,48,50,55,57,83
180,189,197,28,39,40,42,48,50,55,57,83
179,189,198,28,39,40,42,48,50,55,57,83
181,190,198,30,39,40,42,48,50,55,57,83
181,191,198,30,39,40,42,48,50,55,57,83
183,193,198,30,39,40,42,48,50,55,57,83
184,193,197,30,39,40,42,48,50,55,57,83
184,194,196,33,39,40,42,48,50,55,57,83
175,185,200,34,39,40,44,45,49,53,61,83
184,194,195,33,39,40,43,48,50,55,57,83
184,194,195,30,39,40,43,48,50,55,57,83
184,194,195,30,39,40,43,48,50,55,60,83
184,194,195,31,39,40,43,48,50,55,60,83
184,194,197,30,39,40,43,48,50,55,60,83
184,193,198,28,39,40,43,48,50,55,57,83
184,193,199,28,39,40,43,48,50,55,57,83
184,193,200,28,39,40,43,48,50,55,57,83
184,193,200,28,39,40,43,48,50,55,57,83
184,193,200,28,39,40,43,48,50,55,57,83
184,193,200,30,39,40,43,48,50,55,57,83
184,193,200,28,39,40,42,48,50,55,57,83
184,193,200,28,39,40,42,48,50,55,57,83
184,193,200,28,39,40,42,48,50,55,57,83
183,193,200,28,39,40,42,47,50,55,57,83
183,191,200,31,39,40,42,46,50,56,57,83
183,191,200,31,39,40,42,45,50,56,57,83
181,191,200,29,39,40,42,45,51,56,57,83
179,191,200,31,39,40,43,45,51,53,57,83
179,191,199,29,39,40,43,45,51,53,57,83
180,191,198,27,39,40,43,45,51,53,57,83
182,190,198,27,39,40,43,45,51,53,57,83
182,190,197,29,39,40,43,45,51,53,57,83
175,189,197,27,39,40,43,45,51,53,57,83
177,189,196,27,39,40,43,45,51,53,57,83
177,189,195,26,39,40,43,45,51,53,57,83
178,188,195,27,39,40,43,45,51,53,57,83
178,188,195,26,39,40,43,45,51,53,57,83
178,188,195,26,39,40,44,45,51,53,57,83
178,188,195,26,39,40,43,45,51,53,57,83
178,188,195,26,39,40,43,45,51,53,57,83
178,187,201,26,39,40,43,45,51,53,57,83
178,187,201,26,39,40,43,45,51,53,57,83
178,188,201,27,39,40,43,45,51,53,57,83
178,187,201,26,39,40,43,45,51,56,57,83
178,187,201,26,39,40,43,45,51,56,57,83
178,187,201,26,39,40,43,45,51,56,57,83
178,187,201,26,39,40,43,45,51,56,57,83
178,187,201,26,39,40,43,45,51,56,57,83
178,187,201,26,39,40,43,45,51,56,57,83
178,187,201,26,39,40,43,45,51,56,57,84
177,185,195,26,39,40,42,46,49,55,57,84
177,185,195,27,39,40,42,46,49,55,57,84
177,186,195,26,39,40,42,47,52,55,57,84
175,185,195,29,39,40,44,45,49,54,61,84
176,188,196,26,39,40,42,48,51,55,57,84
182,189,197,27,39,40,42,48,50,55,57,84
180,190,197,26,39,40,42,48,50,55,57,84
179,191,197,26,39,40,42,48,50,55,57,84
179,191,197,26,39,40,42,48,50,55,57,84
181,193,197,27,39,40,42,48,50,55,57,84
183,193,195,27,39,40,42,48,50,55,57,84
183,194,195,29,39,40,42,48,50,55,57,84
183,194,202,31,39,40,42,48,50,55,57,84
184,194,203,31,39,40,42,48,50,55,57,84
184,194,204,29,39,40,42,48,50,55,57,84
184,193,204,27,39,40,42,48,50,55,57,84
184,194,204,27,39,40,42,48,50,55,60,84
184,193,204,27,39,40,42,48,50,55,62,84
184,193,204,35,39,40,42,48,50,55,57,84
184,194,204,35,39,40,42,48,50,55,62,84
184,191,204,36,39,40,42,48,50,55,57,84
184,193,204,36,39,40,42,48,50,55,62,84
184,193,204,26,39,40,42,48,50,55,60,84
184,193,204,35,39,40,42,48,50,55,60,84
184,194,204,36,39,40,42,48,50,55,60,84
184,194,204,27,39,40,42,48,50,55,57,84
184,193,204,35,39,40,42,48,50,55,57,84
184,193,204,32,39,40,42,48,50,55,57,84
184,193,204,35,39,40,42,48,51,55,57,84
184,193,203,26,39,40,42,47,51,55,57,84
183,193,201,35,39,40,42,47,51,55,57,84
183,193,195,26,39,40,41,47,52,55,57,84
181,191,195,26,39,40,41,46,49,55,57,84
179,191,195,26,39,40,41,45,49,55,57,84
180,190,195,27,39,40,41,45,49,55,57,84
176,190,195,27,39,40,41,45,49,55,57,84
177,190,195,27,39,40,41,45,49,55,57,84
178,189,201,27,39,40,42,45,49,55,57,84
178,189,202,27,39,40,42,45,49,55,57,84
178,188,203,27,39,40,42,45,52,55,57,84
178,187,203,27,39,40,42,45,52,55,57,84
178,186,203,27,39,40,42,45,52,55,57,84
178,186,203,26,39,40,42,45,52,55,57,84
178,186,203,26,39,40,42,45,52,55,57,84
178,186,203,26,39,40,42,45,52,55,57,84
178,186,203,26,39,40,42,45,52,55,57,84
178,186,203,26,39,40,42,45,52,55,57,84
178,186,203,26,39,40,42,45,52,55,57,84
178,186,203,27,39,40,42,45,52,55,57,85
175,185,195,27,39,40,42,46,50,56,57,85
175,185,195,26,39,40,41,46,50,56,57,85
175,192,195,27,39,40,41,46,50,56,57,85
175,192,195,27,39,40,41,48,50,56,57,85
178,192,195,27,39,40,41,48,50,55,57,85
178,192,195,27,39,40,41,48,50,55,57,85
177,185,196,29,39,40,41,48,50,55,57,85
182,185,197,29,39,40,41,48,50,55,57,85
180,186,197,29,39,40,41,48,50,55,57,85
179,187,198,29,39,40,41,48,50,55,57,85
181,188,198,27,39,40,41,48,50,55,57,85
183,189,198,29,39,40,41,48,50,55,57,85
184,188,198,31,39,40,41,48,50,55,57,85
184,192,196,31,39,40,41,48,50,55,57,85
184,192,201,31,39,40,41,48,50,55,57,85
184,190,201,31,39,40,41,48,50,55,60,85
184,190,201,31,39,40,41,48,50,55,60,85
184,189,195,31,39,40,41,48,50,55,60,85
184,192,195,31,39,40,41,48,50,55,62,85
184,185,195,31,39,40,41,48,50,55,60,85
184,192,201,31,39,40,41,48,50,55,62,85
184,192,203,31,39,40,41,48,50,55,57,85
184,192,204,28,39,40,41,48,50,55,57,85
184,192,203,28,39,40,41,48,50,55,63,85
184,192,195,31,39,40,41,47,50,55,57,85
184,192,196,31,39,40,41,46,50,55,57,85
184,192,198,27,39,40,41,45,51,56,57,85
184,188,199,29,39,40,41,45,51,56,57,85
183,189,199,27,39,40,42,45,52,56,57,85
181,189,199,29,39,40,42,45,52,56,57,85
180,189,199,29,39,40,42,45,52,56,58,85
179,189,198,27,39,40,42,45,49,56,57,85
180,189,198,27,39,40,42,45,49,56,57,85
182,189,197,27,39,40,42,45,52,56,57,85
176,188,197,27,39,40,42,45,52,56,57,85
175,188,196,27,39,40,42,45,49,56,57,85
178,188,195,27,39,40,42,45,49,56,57,85
177,187,195,27,39,40,42,45,52,56,57,85
178,185,195,27,39,40,42,45,52,56,57,85
178,185,195,27,39,40,42,45,52,56,57,85
177,192,195,26,39,40,42,46,52,56,57,85
177,185,195,27,39,40,42,46,52,56,57,85
177,192,195,27,39,40,42,46,52,56,57,85
175,192,195,27,39,40,42,46,52,56,57,85
177,185,195,27,39,40,42,46,52,56,57,85
177,185,195,27,39,40,42,45,52,56,57,85
177,185,195,27,39,40,42,46,52,56,57,85
177,185,195,27,39,40,42,46,52,56,57,85
177,185,195,27,39,40,42,46,52,56,57,85
177,186,195,27,39,40,42,46,52,56,57,85
178,185,195,27,39,40,42,46,52,56,57,86
175,185,195,26,39,40,42,46,49,56,57,86
177,185,195,26,39,40,42,46,52,56,57,86
177,192,195,26,39,40,42,47,51,55,57,86
177,185,195,26,39,40,42,47,50,55,57,86
175,192,195,26,39,40,42,48,50,55,57,86
177,186,196,26,39,40,42,48,50,55,57,86
175,187,197,26,39,40,42,48,50,55,57,86
175,188,197,26,39,40,42,48,50,55,57,86
176,189,198,26,39,40,42,48,50,55,57,86
182,189,198,26,39,40,42,48,50,55,57,86
180,190,199,26,39,40,42,48,50,55,57,86
180,191,199,26,39,40,42,48,50,55,57,86
179,191,199,26,39,40,42,48,50,55,57,86
179,191,199,26,39,40,42,48,50,55,57,86
179,191,200,27,39,40,42,48,50,55,57,86
179,190,200,27,39,40,42,48,50,55,57,86
179,189,200,27,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,188,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,188,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,55,57,86
179,189,200,26,39,40,42,48,50,54,57,86
179,189,200,26,39,40,42,47,52,54,57,86
180,190,200,27,39,40,42,45,49,54,57,86
180,191,199,27,39,40,42,45,49,56,57,86
180,191,199,27,39,40,42,45,49,54,57,86
180,191,198,26,39,40,42,45,49,55,57,86
180,191,198,26,39,40,42,45,49,55,57,86
180,191,198,26,39,40,42,45,49,55,57,86
180,191,197,26,39,40,42,45,49,55,57,86
180,191,197,26,39,40,42,45,49,55,57,86
180,190,196,26,39,40,42,45,49,55,57,86
180,189,195,26,39,40,42,45,49,55,57,86
180,189,195,26,39,40,42,45,49,55,57,86
182,189,195,26,39,40,42,45,49,55,57,86
176,188,201,26,39,40,42,45,49,55,57,86
176,188,201,26,39,40,42,45,49,55,57,86
176,187,202,26,39,40,42,45,49,55,57,86
175,187,202,26,39,40,42,45,49,55,57,86
177,187,202,26,39,40,42,45,49,55,57,86
175,186,202,26,39,40,42,45,49,55,57,86
176,186,202,27,39,40,42,45,49,55,57,86
182,186,202,27,39,40,42,45,49,55,57,86
176,185,202,27,39,40,42,45,49,55,57,86
182,186,202,27,39,40,42,45,49,55,57,86
176,185,202,27,39,40,42,45,49,55,57,87
175,185,195,26,39,40,42,45,49,54,57,87
175,192,195,26,39,40,42,45,49,54,57,87
175,185,195,26,39,40,42,45,49,54,57,87
182,187,195,27,39,40,42,45,49,54,57,87
180,188,196,27,39,40,42,45,49,54,57,87
179,188,197,27,39,40,42,45,49,54,57,87
179,189,198,29,39,40,42,45,49,54,57,87
181,190,198,31,39,40,43,45,49,54,57,87
183,190,198,31,39,40,43,45,49,54,57,87
183,190,198,31,39,40,43,45,49,54,57,87
183,190,198,31,39,40,43,45,49,54,57,87
184,190,199,31,39,40,43,45,49,54,57,87
184,191,199,28,39,40,43,45,49,54,57,87
184,191,198,31,39,40,43,45,49,54,57,87
184,191,198,31,39,40,43,45,49,54,57,87
184,191,198,31,39,40,43,45,49,54,57,87
184,191,198,31,39,40,43,45,49,54,57,87
184,191,199,31,39,40,43,45,49,54,57,87
175,192,204,34,39,40,41,48,50,54,61,87
184,191,199,29,39,40,43,45,49,54,57,87
184,191,199,31,39,40,43,45,49,54,57,87
184,191,199,31,39,40,43,45,49,54,57,87
183,191,199,31,39,40,43,45,49,54,57,87
183,191,199,31,39,40,42,45,49,54,57,87
183,191,199,31,39,40,42,45,49,54,57,87
181,191,198,29,39,40,42,45,49,54,57,87
181,191,198,27,39,40,42,45,49,54,57,87
181,190,198,27,39,40,42,45,49,54,57,87
181,190,197,29,39,40,42,45,49,54,57,87
179,189,196,26,39,40,42,45,49,54,57,87
175,192,204,34,39,40,41,48,50,55,61,87
180,188,195,26,39,40,42,45,49,54,57,87
180,188,195,27,39,40,42,45,49,54,57,87
182,185,195,27,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,185,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,26,39,40,42,45,49,54,57,87
180,192,201,27,39,40,42,45,49,54,57,88
175,185,195,27,39,40,42,45,51,54,57,88
175,185,195,27,39,40,42,45,51,54,57,88
175,192,195,27,39,40,42,45,51,54,57,88
175,192,195,27,39,40,42,45,51,54,57,88
175,192,195,27,39,40,42,46,51,53,57,88
175,192,195,27,39,40,42,47,51,53,57,88
182,192,195,27,39,40,42,48,51,55,57,88
182,185,195,27,39,40,42,48,51,55,57,88
180,186,196,27,39,40,42,48,50,55,57,88
180,187,197,26,39,40,42,48,50,55,57,88
179,188,197,26,39,40,42,48,50,55,57,88
179,189,198,26,39,40,42,48,50,55,57,88
181,189,198,27,39,40,42,48,50,55,57,88
181,190,199,27,39,40,42,48,50,55,57,88
183,189,199,26,39,40,42,48,50,55,57,88
183,190,199,27,39,40,42,48,50,55,57,88
183,190,200,27,39,40,42,48,50,55,57,88
183,190,200,27,39,40,42,48,50,55,57,88
184,191,200,27,39,40,42,48,50,55,57,88
184,191,200,26,39,40,42,48,50,55,57,88
184,191,200,26,39,40,42,48,50,55,57,88
184,193,200,27,39,40,42,48,50,55,57,88
184,193,200,27,39,40,42,48,50,55,57,88
183,193,200,27,39,40,42,48,50,55,57,88
184,193,200,26,39,40,42,48,50,55,57,88
184,191,200,26,39,40,42,48,50,55,57,88
184,191,200,27,39,40,42,48,50,55,57,88
184,191,200,27,39,40,42,48,50,55,57,88
184,193,200,26,39,40,42,48,50,55,57,88
184,193,200,26,39,40,42,48,50,55,57,88
184,193,200,26,39,40,42,48,50,55,57,88
184,193,200,27,39,40,42,48,50,55,57,88
183,193,200,27,39,40,42,48,50,56,57,88
183,193,200,26,39,40,42,46,51,54,57,88
183,193,200,27,39,40,42,45,51,54,57,88
183,193,200,27,39,40,42,45,51,54,57,88
181,191,200,26,39,40,42,45,51,54,57,88
181,191,199,27,39,40,42,45,52,54,57,88
179,191,199,27,39,40,42,45,52,54,57,88
179,190,199,27,39,40,42,45,52,54,57,88
180,190,198,26,39,40,42,45,52,54,57,88
180,189,198,26,39,40,42,45,52,54,57,88
180,189,197,27,39,40,42,45,52,54,57,88
180,188,197,26,39,40,42,45,52,54,57,88
180,188,197,26,39,40,42,45,52,54,57,88
180,187,197,27,39,40,42,45,51,54,57,88
182,187,196,27,39,40,42,45,51,54,57,88
182,187,196,27,39,40,42,45,51,54,57,88
182,187,196,27,39,40,42,45,52,54,57,88
176,187,196,27,39,40,42,45,51,54,57,88
176,186,196,27,39,40,42,45,51,54,57,88
182,186,196,27,39,40,42,45,51,54,57,88
182,186,196,27,39,40,42,45,51,54,57,88
182,186,196,27,39,40,42,45,51,54,57,88
182,186,196,27,39,40,42,45,51,54,57,89
175,185,195,27,39,40,43,45,52,54,57,89
176,186,195,27,39,40,43,46,52,54,57,89
175,192,195,29,39,40,43,46,51,53,57,89
182,192,195,29,39,40,43,48,51,56,57,89
175,192,195,29,39,40,43,48,50,55,57,89
182,192,196,29,39,40,43,48,50,55,57,89
176,186,197,29,39,40,43,48,50,55,57,89
180,186,197,29,39,40,43,48,50,55,57,89
179,188,198,31,39,40,43,48,50,55,57,89
181,189,198,31,39,40,43,48,50,55,57,89
181,189,198,31,39,40,43,48,50,55,57,89
183,189,198,31,39,40,43,48,50,55,57,89
183,189,197,31,39,40,43,48,50,55,64,89
184,190,197,31,39,40,43,48,50,55,60,89
184,188,197,31,39,40,43,48,50,55,57,89
184,188,197,31,39,40,43,48,50,55,57,89
184,189,198,31,39,40,43,48,50,55,60,89
184,187,199,31,39,40,43,48,50,55,57,89
184,188,200,31,39,40,43,48,50,55,57,89
184,189,200,31,39,40,43,48,50,55,57,89
183,189,200,31,39,40,43,48,50,55,57,89
183,190,200,31,39,40,43,48,50,55,57,89
183,190,200,29,39,40,43,48,50,55,57,89
183,190,200,29,39,40,43,48,50,55,57,89
183,190,200,29,39,40,43,47,50,55,57,89
181,190,200,29,39,40,43,45,51,53,57,89
181,190,200,29,39,40,43,45,51,54,57,89
181,190,200,27,39,40,43,45,52,54,57,89
179,190,200,27,39,40,43,45,49,54,57,89
179,190,200,26,39,40,43,45,52,54,57,89
179,190,199,27,39,40,43,45,52,54,57,89
180,190,199,27,39,40,44,45,49,54,57,89
180,189,198,26,39,40,44,45,52,54,57,89
182,189,197,26,39,40,44,45,52,54,57,89
182,188,197,26,39,40,44,45,52,54,57,89
182,188,197,26,39,40,44,45,52,54,57,89
176,188,196,26,39,40,44,45,52,54,57,89
182,188,196,26,39,40,44,45,52,54,57,89
176,187,196,26,39,40,43,45,52,54,57,89
176,187,196,27,39,40,43,45,52,54,57,89
176,187,196,26,39,40,43,45,52,54,57,89
175,187,196,26,39,40,43,45,52,54,57,89
175,187,196,26,39,40,44,45,52,54,57,90
177,185,195,26,39,40,42,45,49,54,57,90
175,185,195,26,39,40,42,45,49,54,57,90
177,185,195,26,39,40,42,45,49,54,57,90
175,186,195,26,39,40,41,48,50,55,61,90
175,192,195,27,39,40,42,45,49,54,57,90
175,185,195,27,39,40,42,45,49,54,57,90
177,192,195,27,39,40,42,45,49,54,57,90
177,185,195,27,39,40,42,45,49,54,57,90
178,186,195,29,39,40,42,45,49,54,57,90
178,188,196,27,39,40,42,45,49,54,57,90
178,188,197,27,39,40,42,45,49,54,57,90
178,190,197,27,39,40,42,45,49,54,57,90
178,191,198,27,39,40,42,45,49,54,57,90
178,193,198,26,39,40,42,45,49,54,57,90
177,193,198,27,39,40,42,45,49,54,57,90
176,194,197,29,39,40,42,45,49,54,57,90
180,194,197,27,39,40,42,45,49,54,57,90
179,194,196,27,39,40,42,45,49,54,57,90
179,194,196,27,39,40,42,45,49,54,57,90
179,194,195,27,39,40,42,45,49,54,57,90
179,194,195,29,39,40,42,45,49,54,57,90
181,194,195,29,39,40,42,45,49,54,59,90
179,194,195,27,39,40,42,45,49,54,57,90
179,194,195,27,39,40,42,45,49,54,57,90
179,194,195,27,39,40,42,45,49,54,57,90
179,194,195,27,39,40,42,45,49,54,57,90
179,194,195,27,39,40,42,45,49,54,57,90
179,194,195,29,39,40,42,45,49,54,57,90
179,194,195,29,39,40,42,45,49,54,57,90
180,194,196,29,39,40,42,46,49,54,57,90
182,193,197,27,39,40,42,46,49,54,57,90
182,193,197,27,39,40,42,46,49,54,57,90
176,191,197,26,39,40,42,46,49,54,57,90
175,191,197,27,39,40,42,45,49,54,57,90
177,191,197,27,39,40,42,45,49,54,57,90
177,190,196,27,39,40,42,45,49,54,57,90
177,189,196,26,39,40,42,45,49,54,57,90
175,189,195,26,39,40,42,45,49,54,57,90
175,188,195,27,39,40,42,45,49,54,57,90
177,188,195,27,39,40,42,45,49,54,57,90
177,188,195,27,39,40,42,45,49,54,57,90
177,187,195,26,39,40,42,46,49,54,57,90
177,187,195,26,39,40,42,46,49,54,57,90
175,187,195,26,39,40,42,46,49,54,57,90
175,187,195,26,39,40,42,46,49,54,57,90
177,187,195,26,39,40,42,46,49,54,57,90
175,187,195,26,39,40,42,46,49,54,57,90
175,187,195,26,39,40,42,46,49,54,57,90
175,187,195,26,39,40,42,45,49,54,57,90
177,187,195,26,39,40,42,46,49,54,57,91
177,186,195,26,39,40,42,45,52,54,57,91
178,185,195,26,39,40,42,45,52,54,57,91
178,185,195,26,39,40,42,45,52,54,57,91
177,185,195,26,39,40,42,45,52,54,57,91
177,185,195,26,39,40,42,45,52,54,57,91
177,185,195,26,39,40,42,45,52,54,57,91
